X,Y,OBJECTID,DATE_,SITE,PROBE,TEMP_C,CONDUCTIVI,SP_CONDUCT,SALINITY,DISS_OXYGE,COMMENTS,UTM_E,UTM_N
-12917367.5293,3952583.1879,1,2008/07/07 00:00:00+00,North Desert Shores,4,32.7,64.7,56.9,37.8,5.3, ,589366,3699424
-12917367.5293,3952583.1879,2,2008/07/08 00:00:00+00,North Desert Shores,4,31.7,66.5,59,39.4,2, ,589366,3699424
-12918978.9415,3962128.9618,3,2008/07/08 00:00:00+00,Whitewater River,4,33.6,70.69,60.6,40.3,2.2, ,587948,3707343
-12906353.2527,3964286.9348,4,2008/07/09 00:00:00+00,North Shore,4,32.3,67.5,59.3,39.5,3.9, ,598465,3709237
-12918978.9415,3962128.9618,5,2008/07/09 00:00:00+00,Whitewater River,4,32.5,69.1,60.4,40.3,2, ,587948,3707343
-12906353.2527,3964286.9348,6,2008/07/10 00:00:00+00,North Shore,4,32.8,71.6,62.2,41.6,5.3, ,598465,3709237
-12895737.4548,3952891.3244,7,2008/07/15 00:00:00+00,Bat Caves,4,32,65,57.5,38.1,5.5, ,607427,3699864
-12895737.4548,3952891.3244,8,2008/07/16 00:00:00+00,Bat Caves,4,32.2,69.1,60.5,40.4,4.7, ,607427,3699864
-12886715.1589,3942739.9842,9,2008/07/16 00:00:00+00,The Cliffs,4,31.8,67.6,60,39.9,2.4, ,615062,3691509
-12870915.7261,3923476.2963,10,2008/07/17 00:00:00+00,Alamo River,4,30.5,64.5,58.5,38.9,3.6, ,628480,3675635
-12870894.0266,3935316.5046,11,2008/07/17 00:00:00+00,North Wister,4,31.2,66.3,59.3,39,2.5, ,628368,3685497
-12886715.1589,3942739.9842,12,2008/07/17 00:00:00+00,The Cliffs,4,31.2,68.1,60.9,40.7,1.3, ,615062,3691509
-12870915.7261,3923476.2963,13,2008/07/18 00:00:00+00,Alamo River,4,30.9,64.1,57.7,38.3,2.9, ,628480,3675635
-12908343.5215,3941190.3219,14,2008/07/21 00:00:00+00,The Dome,4,31.3,67,60,40.1,1.6, ,596997,3690022
-12898906.8272,3931692.0641,15,2008/07/22 00:00:00+00,South Salton City,4,31.1,68.6,61.4,41,2.2, ,604971,3682198
-12908343.5215,3941190.3219,16,2008/07/22 00:00:00+00,The Dome,4,30.7,67.7,61,40.8,1.7, ,596997,3690022
-12898906.8272,3931692.0641,17,2008/07/23 00:00:00+00,South Salton City,4,30.1,66.1,60.3,40.3,2.4, ,604971,3682198
-12879300.2081,3913176.1348,18,2008/07/31 00:00:00+00,New River,4,30.6,62.7,57,38,4, ,621567,3666958
-12894448.6437,3919637.7002,19,2008/07/31 00:00:00+00,Test Base,4,30.5,67.4,60.9,40.8,1.5, ,608813,3672196
-12894448.6437,3919637.7002,20,2008/08/01 00:00:00+00,Test Base,4,31.7,70.2,62.2,41.6,3.1, ,608813,3672196
-12918978.9415,3962128.9618,21,2008/04/02 00:00:00+00,Whitewater River,4.0,19.1,53.0,59.7,49.5,4.5, ,587948,3707343
-12918978.9415,3962128.9618,22,2008/04/03 00:00:00+00,Whitewater River,4.0,20.1,50.9,56.3,45.2,4.2, ,587948,3707343
-12906353.2527,3964286.9348,23,2008/04/02 00:00:00+00,North Shore,4.0,19.9,53.9,59.7,49.5,5.5, ,598465,3709237
-12906353.2527,3964286.9348,24,2008/04/03 00:00:00+00,North Shore,4.0,18.7,52.0,59.2,48.9,2.0, ,598465,3709237
-12895737.4548,3952891.3244,25,2008/04/10 00:00:00+00,Bat Caves,4.0,18.9,52.5,59.3,49.0,5.4, ,607427,3699864
-12895737.4548,3952891.3244,26,2008/04/11 00:00:00+00,Bat Caves,4.0,20.7,54.2,59.0,48.6,8.2, ,607427,3699864
-12917367.5293,3952583.1879,27,2008/04/14 00:00:00+00,North Desert Shores,4.0,20.0,52.7,58.3,47.7,4.4, ,589366,3699424
-12917367.5293,3952583.1879,28,2008/04/15 00:00:00+00,North Desert Shores,4.0,22.7,56.4,59.1,48.7,6.6, ,589366,3699424
-12908343.5215,3941190.3219,29,2008/04/15 00:00:00+00,The Dome,4.0,20.8,52.3,57.0,46.1,5.9, ,596997,3690022
-12908343.5215,3941190.3219,30,2008/04/16 00:00:00+00,The Dome,4.0,21.8,56.3,59.9,49.8,3.9, ,596997,3690022
-12886715.1589,3942739.9842,31,2008/04/17 00:00:00+00,The Cliffs,4.0,20.7,53.7,58.5,48.0,6.0, ,615062,3691509
-12886715.1589,3942739.9842,32,2008/04/18 00:00:00+00,The Cliffs,4.0,21.2,54.7,59.0,48.6,6.2, ,615062,3691509
-12879300.2081,3913176.1348,33,2008/04/21 00:00:00+00,New River,4.0,19.4,58.2,52.2,40.4,5.5, ,621567,3666958
-12879300.2081,3913176.1348,34,2008/04/22 00:00:00+00,New River,4.0,20.5,53.7,58.6,48.1,4.5, ,621567,3666958
-12894448.6437,3919637.7002,35,2008/04/24 00:00:00+00,Test Base,N/A,N/A,N/A,N/A,N/A,N/A, ,608813,3672196
-12894448.6437,3919637.7002,36,2008/04/25 00:00:00+00,Test Base,N/A,N/A,N/A,N/A,N/A,N/A, ,608813,3672196
-12898906.8272,3931692.0641,37,2008/05/01 00:00:00+00,South Salton City,4.0,22.0,N/A,N/A,N/A,6.1, ,604971,3682198
-12898906.8272,3931692.0641,38,2008/05/02 00:00:00+00,South Salton City,4.0,22.2,55.3,58.4,47.8,6.5, ,604971,3682198
-12870915.7261,3923476.2963,39,2008/05/05 00:00:00+00,Alamo River,4.0,21.8,50.3,53.4,41.7,6.3, ,628480,3675635
-12870915.7261,3923476.2963,40,2008/05/06 00:00:00+00,Alamo River,4.0,21.7,45.9,49.2,37.1,6.5, ,628480,3675635
-12870894.0266,3935316.5046,41,2008/05/05 00:00:00+00,North Wister,4.0,23.7,52.8,54.1,42.5,7.7, ,628368,3685497
-12870894.0266,3935316.5046,42,2008/05/06 00:00:00+00,North Wister,4.0,22.2,50.5,53.4,41.7,6.0, ,628368,3685497
-12870915.7261,3923476.2963,43,2003/04/07 00:00:00+00,Alamo River,4.0,18.3,48.8,56.0,44.8,9.7, ,628480,3675635
-12870915.7261,3923476.2963,44,2003/04/08 00:00:00+00,Alamo River,N/A,N/A,N/A,N/A,N/A,N/A, ,628480,3675635
-12918978.9415,3962128.9618,45,2003/04/09 00:00:00+00,Whitewater River,3.0,19.2,47.5,53.4,41.7,7.6, ,587948,3707343
-12906353.2527,3964286.9348,46,2003/04/09 00:00:00+00,North Shore,5.0,19.0,49.0,55.7,44.5,3.8, ,598465,3709237
-12918978.9415,3962128.9618,47,2003/04/10 00:00:00+00,Whitewater River,3.0,21.3,52.6,56.6,45.6,10.5, ,587948,3707343
-12906353.2527,3964286.9348,48,2003/04/10 00:00:00+00,North Shore,5.0,19.2,50.4,56.7,45.7,3.9, ,598465,3709237
-12879300.2081,3913176.1348,49,2003/04/24 00:00:00+00,New River,7.0,18.3,48.3,55.5,44.2,7.1, ,621567,3666958
-12870894.0266,3935316.5046,50,2003/04/24 00:00:00+00,North Wister,3.0,20.8,50.6,55.0,43.6,9.1, ,628368,3685497
-12879300.2081,3913176.1348,51,2003/04/25 00:00:00+00,New River,7.0,19.0,50.3,56.8,45.8,9.0, ,621567,3666958
-12870894.0266,3935316.5046,52,2003/04/25 00:00:00+00,North Wister,3.0,23.1,51.5,53.5,41.8,9.8, ,628368,3685497
-12917367.5293,3952583.1879,53,2003/05/12 00:00:00+00,North Desert Shores,4.0,21.7,50.7,54.3,42.8,9.4, ,589366,3699424
-12908343.5215,3941190.3219,54,2003/05/12 00:00:00+00,The Dome,4.0,22.4,53.3,56.1,44.9,10.6, ,596997,3690022
-12917367.5293,3952583.1879,55,2003/05/13 00:00:00+00,North Desert Shores,4.0,23.4,51.2,52.9,41.2,7.4, ,589366,3699424
-12908343.5215,3941190.3219,56,2003/05/13 00:00:00+00,The Dome,4.0,23.5,53.8,55.9,44.7,11.9, ,596997,3690022
-12895737.4548,3952891.3244,57,2003/05/28 00:00:00+00,Bat Caves,3.0,30.0,58.4,53.4,41.7,1.4, ,607427,3699864
-12895737.4548,3952891.3244,58,2003/05/29 00:00:00+00,Bat Caves,N/A,N/A,N/A,N/A,N/A,N/A, ,607427,3699864
-12898906.8272,3931692.0641,59,2003/06/03 00:00:00+00,South Salton City,4.0,29.1,60.1,55.8,44.6,0.4, ,604971,3682198
-12894448.6437,3919637.7002,60,2003/06/03 00:00:00+00,Test Base,4.0,28.4,55.0,51.7,39.8,0.6, ,608813,3672196
-12898906.8272,3931692.0641,61,2003/06/04 00:00:00+00,South Salton City,4.0,28.5,60.3,56.7,45.7,0.7, ,604971,3682198
-12894448.6437,3919637.7002,62,2003/06/04 00:00:00+00,Test Base,4.0,29.5,61.7,56.6,45.6,0.6, ,608813,3672196
-12886715.1589,3942739.9842,63,2003/06/12 00:00:00+00,The Cliffs,4.0,27.9,57.2,54.2,42.7,0.8, ,615062,3691509
-12886715.1589,3942739.9842,64,2003/06/13 00:00:00+00,The Cliffs,4.0,27.3,58.4,55.9,44.7,0.7, ,615062,3691509
-12909216.3635,3954663.0506,65,2003/07/15 00:00:00+00,North Basin,3.0,33.1,64.2,55.6,44.3,10.8, ,596156,3701218
-12909216.3635,3954663.0506,66,2003/07/15 00:00:00+00,North Basin,40.0,29.2,59.3,54.7,43.3,0.7, ,596156,3701218
-12909216.3635,3954663.0506,67,2003/07/16 00:00:00+00,North Basin,3.0,31.9,60.2,53.4,41.7,5.8, ,596156,3701218
-12909216.3635,3954663.0506,68,2003/07/16 00:00:00+00,North Basin,40.0,31.7,61.2,54.4,42.9,3.9, ,596156,3701218
-12879300.2081,3913176.1348,69,2003/07/17 00:00:00+00,New River,4.0,30.7,63.0,56.8,45.8,0.8, ,621567,3666958
-12879300.2081,3913176.1348,70,2003/07/18 00:00:00+00,New River,4.0,30.4,55.9,50.6,38.6,0.5, ,621567,3666958
-12918978.9415,3962128.9618,71,2003/07/21 00:00:00+00,Whitewater River,3.0,31.8,59.3,52.5,40.7,3.1, ,587948,3707343
-12906353.2527,3964286.9348,72,2003/07/21 00:00:00+00,North Shore,5.0,31.5,56.1,49.9,37.8,1.4, ,598465,3709237
-12918978.9415,3962128.9618,73,2003/07/22 00:00:00+00,Whitewater River,3.0,31.7,50.2,45.0,45.0,0.6, ,587948,3707343
-12906353.2527,3964286.9348,74,2003/07/22 00:00:00+00,North Shore,5.0,31.2,61.2,54.5,43.0,3.5, ,598465,3709237
-12895737.4548,3952891.3244,75,2003/07/23 00:00:00+00,Bat Caves,5.0,31.3,61.4,54.7,43.3,1.3, ,607427,3699864
-12886715.1589,3942739.9842,76,2003/07/23 00:00:00+00,The Cliffs,5.0,31.2,56.1,50.0,38.0,3.0, ,615062,3691509
-12895737.4548,3952891.3244,77,2003/07/24 00:00:00+00,Bat Caves,N/A,N/A,N/A,N/A,N/A,N/A, ,607427,3699864
-12886715.1589,3942739.9842,78,2003/07/24 00:00:00+00,The Cliffs,N/A,N/A,N/A,N/A,N/A,N/A, ,615062,3691509
-12870894.0266,3935316.5046,79,2003/07/31 00:00:00+00,North Wister,3.0,31.8,48.4,42.8,30.9,7.4, ,628368,3685497
-12870915.7261,3923476.2963,80,2003/07/31 00:00:00+00,Alamo River,3.0,32.9,53.6,46.5,34.4,7.2, ,628480,3675635
-12870894.0266,3935316.5046,81,2003/08/01 00:00:00+00,North Wister,3.0,31.9,N/A,N/A,N/A,7.6,dfguser: large fluctuations prevented accurate readings from being taken,628368,3685497
-12870915.7261,3923476.2963,82,2003/08/01 00:00:00+00,Alamo River,3.0,32.0,47.3,41.8,30.1,4.8, ,628480,3675635
-12917367.5293,3952583.1879,83,2003/08/06 00:00:00+00,North Desert Shores,5.0,31.1,55.3,49.6,37.5,1.7, ,589366,3699424
-12908343.5215,3941190.3219,84,2003/08/06 00:00:00+00,The Dome,3.0,32.1,60.6,53.5,41.8,5.0, ,596997,3690022
-12917367.5293,3952583.1879,85,2003/08/07 00:00:00+00,North Desert Shores,5.0,30.3,56.8,51.5,39.6,2.0, ,589366,3699424
-12908343.5215,3941190.3219,86,2003/08/07 00:00:00+00,The Dome,3.0,29.6,51.5,47.7,35.6,1.3, ,596997,3690022
-12883058.2175,3927305.8824,87,2003/08/11 00:00:00+00,South Basin,3.0,31.0,41.0,37.0,26.3,3.6, ,618275,3678697
-12883058.2175,3927305.8824,88,2003/08/11 00:00:00+00,South Basin,40.0,30.4,46.5,42.2,30.4,0.4, ,618275,3678697
-12883058.2175,3927305.8824,89,2003/08/12 00:00:00+00,South Basin,3.0,30.8,55.3,49.8,37.7,2.2, ,618275,3678697
-12883058.2175,3927305.8824,90,2003/08/12 00:00:00+00,South Basin,40.0,30.2,54.1,49.2,37.1,0.5, ,618275,3678697
-12896581.3288,3940381.1043,91,2003/08/13 00:00:00+00,Inter Basin,5.0,31.5,51.5,45.8,33.7,2.9, ,606837,3689452
-12896581.3288,3940381.1043,92,2003/08/13 00:00:00+00,Inter Basin,40.0,27.7,46.1,44.5,32.5,0.5, ,606837,3689452
-12896581.3288,3940381.1043,93,2003/08/14 00:00:00+00,Inter Basin,N/A,N/A,N/A,N/A,N/A,N/A, ,606837,3689452
-12896581.3288,3940381.1043,94,2003/08/14 00:00:00+00,Inter Basin,N/A,N/A,N/A,N/A,N/A,N/A, ,606837,3689452
-12898906.8272,3931692.0641,95,2003/08/18 00:00:00+00,South Salton City,3.0,32.4,51.2,44.9,32.8,5.0, ,604971,3682198
-12894448.6437,3919637.7002,96,2003/08/18 00:00:00+00,Test Base,4.0,32.0,49.7,43.8,31.8,8.3, ,608813,3672196
-12898906.8272,3931692.0641,97,2003/08/19 00:00:00+00,South Salton City,N/A,N/A,N/A,N/A,N/A,N/A, ,604971,3682198
-12894448.6437,3919637.7002,98,2003/08/19 00:00:00+00,Test Base,N/A,N/A,N/A,N/A,N/A,N/A, ,608813,3672196
-12870894.0266,3935316.5046,99,2003/10/01 00:00:00+00,North Wister,4.0,30.0,N/A,N/A,N/A,13.5, ,628368,3685497
-12870915.7261,3923476.2963,100,2003/10/01 00:00:00+00,Alamo River,3.0,30.0,N/A,N/A,N/A,4.5, ,628480,3675635
-12870894.0266,3935316.5046,101,2003/10/02 00:00:00+00,North Wister,4.0,30.1,N/A,N/A,N/A,7.9,dfguser: large fluctuations prevented accurate readings from being taken,628368,3685497
-12870915.7261,3923476.2963,102,2003/10/02 00:00:00+00,Alamo River,3.0,30.0,N/A,N/A,N/A,6.9,dfguser: large fluctuations prevented accurate readings from being taken,628480,3675635
-12918978.9415,3962128.9618,103,2003/10/06 00:00:00+00,Whitewater River,3.0,28.7,N/A,N/A,N/A,4.4, ,587948,3707343
-12906353.2527,3964286.9348,104,2003/10/06 00:00:00+00,North Shore,4.0,30.0,N/A,N/A,N/A,8.3, ,598465,3709237
-12918978.9415,3962128.9618,105,2003/10/07 00:00:00+00,Whitewater River,3.0,29.5,N/A,N/A,N/A,5.5, ,587948,3707343
-12906353.2527,3964286.9348,106,2003/10/07 00:00:00+00,North Shore,4.0,29.4,N/A,N/A,N/A,6.2, ,598465,3709237
-12883058.2175,3927305.8824,107,2003/10/08 00:00:00+00,South Basin,3.0,28.4,N/A,N/A,N/A,7.2, ,618275,3678697
-12883058.2175,3927305.8824,108,2003/10/08 00:00:00+00,South Basin,40.0,28.2,N/A,N/A,N/A,0.7, ,618275,3678697
-12879300.2081,3913176.1348,109,2003/10/08 00:00:00+00,New River,3.0,27.6,N/A,N/A,N/A,9.8, ,621567,3666958
-12883058.2175,3927305.8824,110,2003/10/09 00:00:00+00,South Basin,3.0,28.7,N/A,N/A,N/A,9.0, ,618275,3678697
-12883058.2175,3927305.8824,111,2003/10/09 00:00:00+00,South Basin,40.0,28.3,N/A,N/A,N/A,0.7, ,618275,3678697
-12879300.2081,3913176.1348,112,2003/10/09 00:00:00+00,New River,3.0,27.8,N/A,N/A,N/A,4.9, ,621567,3666958
-12896581.3288,3940381.1043,113,2003/10/14 00:00:00+00,Inter Basin,4.0,28.5,N/A,N/A,N/A,3.9, ,606837,3689452
-12896581.3288,3940381.1043,114,2003/10/14 00:00:00+00,Inter Basin,35.0,28.3,N/A,N/A,N/A,0.6, ,606837,3689452
-12886715.1589,3942739.9842,115,2003/10/14 00:00:00+00,The Cliffs,4.0,28.6,N/A,N/A,N/A,9.1, ,615062,3691509
-12896581.3288,3940381.1043,116,2003/10/15 00:00:00+00,Inter Basin,4.0,28.4,N/A,N/A,N/A,3.7, ,606837,3689452
-12896581.3288,3940381.1043,117,2003/10/15 00:00:00+00,Inter Basin,35.0,28.3,N/A,N/A,N/A,3.0, ,606837,3689452
-12886715.1589,3942739.9842,118,2003/10/15 00:00:00+00,The Cliffs,4.0,28.5,N/A,N/A,N/A,12.7, ,615062,3691509
-12909216.3635,3954663.0506,119,2003/10/16 00:00:00+00,North Basin,5.0,28.4,N/A,N/A,N/A,4.3, ,596156,3701218
-12909216.3635,3954663.0506,120,2003/10/16 00:00:00+00,North Basin,35.0,28.2,N/A,N/A,N/A,0.9, ,596156,3701218
-12895737.4548,3952891.3244,121,2003/10/16 00:00:00+00,Bat Caves,4.0,28.1,N/A,N/A,N/A,4.3, ,607427,3699864
-12895737.4548,3952891.3244,122,2003/10/16 00:00:00+00,Bat Caves,4.0,27.8,N/A,N/A,N/A,0.7,Administrator: Another set of water quality data was taken at this site because of strong differences in water color.,607427,3699864
-12909216.3635,3954663.0506,123,2003/10/17 00:00:00+00,North Basin,N/A,N/A,N/A,N/A,N/A,N/A, ,596156,3701218
-12909216.3635,3954663.0506,124,2003/10/17 00:00:00+00,North Basin,N/A,N/A,N/A,N/A,N/A,N/A, ,596156,3701218
-12895737.4548,3952891.3244,125,2003/10/17 00:00:00+00,Bat Caves,4.0,28.0,N/A,N/A,N/A,3.3, ,607427,3699864
-12917367.5293,3952583.1879,126,2003/10/21 00:00:00+00,North Desert Shores,5.0,27.2,N/A,N/A,N/A,0.5, ,589366,3699424
-12908343.5215,3941190.3219,127,2003/10/21 00:00:00+00,The Dome,4.0,27.3,N/A,N/A,N/A,0.9,dfguser: large fluctuations prevented accurate readings from being taken,596997,3690022
-12917367.5293,3952583.1879,128,2003/10/22 00:00:00+00,North Desert Shores,5.0,26.8,N/A,N/A,N/A,0.5, ,589366,3699424
-12908343.5215,3941190.3219,129,2003/10/22 00:00:00+00,The Dome,4.0,27.1,N/A,N/A,N/A,1.7,dfguser: large fluctuations prevented accurate readings from being taken,596997,3690022
-12898906.8272,3931692.0641,130,2003/10/28 00:00:00+00,South Salton City,4.0,25.7,N/A,N/A,N/A,5.0, ,604971,3682198
-12894448.6437,3919637.7002,131,2003/10/28 00:00:00+00,Test Base,4.0,26.0,N/A,N/A,N/A,1.6, ,608813,3672196
-12898906.8272,3931692.0641,132,2003/10/29 00:00:00+00,South Salton City,4.0,25.8,N/A,N/A,N/A,3.8,dfguser: large fluctuations prevented accurate readings from being taken,604971,3682198
-12894448.6437,3919637.7002,133,2003/10/29 00:00:00+00,Test Base,4.0,25.8,N/A,N/A,N/A,3.2, ,608813,3672196
-12870894.0266,3935316.5046,134,2004/01/26 00:00:00+00,North Wister,3.0,14.4,N/A,N/A,N/A,9.6, ,628368,3685497
-12870915.7261,3923476.2963,135,2004/01/26 00:00:00+00,Alamo River,3.0,14.6,N/A,N/A,N/A,16.7, ,628480,3675635
-12870894.0266,3935316.5046,136,2004/01/27 00:00:00+00,North Wister,3.0,15.2,N/A,N/A,N/A,>20, ,628368,3685497
-12870915.7261,3923476.2963,137,2004/01/27 00:00:00+00,Alamo River,3.0,14.9,N/A,N/A,N/A,16.8, ,628480,3675635
-12906353.2527,3964286.9348,138,2004/01/28 00:00:00+00,North Shore,7.0,14.7,N/A,N/A,N/A,13.5, ,598465,3709237
-12886715.1589,3942739.9842,139,2004/01/28 00:00:00+00,The Cliffs,6.0,14.3,N/A,N/A,N/A,15.6, ,615062,3691509
-12906353.2527,3964286.9348,140,2004/01/29 00:00:00+00,North Shore,7.0,14.6,N/A,N/A,N/A,10.7, ,598465,3709237
-12895737.4548,3952891.3244,141,2004/01/29 00:00:00+00,Bat Caves,3.0,15.1,N/A,N/A,N/A,11.2, ,607427,3699864
-12886715.1589,3942739.9842,142,2004/01/29 00:00:00+00,The Cliffs,6.0,14.6,N/A,N/A,N/A,18.0, ,615062,3691509
-12895737.4548,3952891.3244,143,2004/01/30 00:00:00+00,Bat Caves,3.0,15.0,N/A,N/A,N/A,15.1, ,607427,3699864
-12908343.5215,3941190.3219,144,2004/02/05 00:00:00+00,The Dome,4.0,14.9,N/A,N/A,N/A,12.3, ,596997,3690022
-12898906.8272,3931692.0641,145,2004/02/05 00:00:00+00,South Salton City,6.0,14.9,N/A,N/A,N/A,10.4, ,604971,3682198
-12908343.5215,3941190.3219,146,2004/02/06 00:00:00+00,The Dome,4.0,14.4,N/A,N/A,N/A,7.0, ,596997,3690022
-12898906.8272,3931692.0641,147,2004/02/06 00:00:00+00,South Salton City,6.0,14.5,N/A,N/A,N/A,9.7, ,604971,3682198
-12918978.9415,3962128.9618,148,2004/02/19 00:00:00+00,Whitewater River,4.0,15.2,N/A,N/A,N/A,9.4, ,587948,3707343
-12917367.5293,3952583.1879,149,2004/02/19 00:00:00+00,North Desert Shores,4.0,15.2,N/A,N/A,N/A,8.0, ,589366,3699424
-12918978.9415,3962128.9618,150,2004/02/20 00:00:00+00,Whitewater River,4.0,14.9,N/A,N/A,N/A,7.0, ,587948,3707343
-12917367.5293,3952583.1879,151,2004/02/20 00:00:00+00,North Desert Shores,4.0,14.8,N/A,N/A,N/A,8.3, ,589366,3699424
-12894448.6437,3919637.7002,152,2004/03/04 00:00:00+00,Test Base,N/A,N/A,N/A,N/A,N/A,N/A, ,608813,3672196
-12879300.2081,3913176.1348,153,2004/03/04 00:00:00+00,New River,N/A,N/A,N/A,N/A,N/A,N/A, ,621567,3666958
-12894448.6437,3919637.7002,154,2004/03/05 00:00:00+00,Test Base,4.0,16.9,N/A,N/A,N/A,9.6, ,608813,3672196
-12883058.2175,3927305.8824,155,2004/03/05 00:00:00+00,South Basin,35.0,15.0,N/A,N/A,N/A,8.2, ,618275,3678697
-12883058.2175,3927305.8824,156,2004/03/05 00:00:00+00,South Basin,6.0,15.4,N/A,N/A,N/A,10.3, ,618275,3678697
-12879300.2081,3913176.1348,157,2004/03/05 00:00:00+00,New River,4.0,16.8,N/A,N/A,N/A,5.5, ,621567,3666958
-12883058.2175,3927305.8824,158,2004/03/06 00:00:00+00,South Basin,35.0,15.1,N/A,N/A,N/A,6.9, ,618275,3678697
-12883058.2175,3927305.8824,159,2004/03/06 00:00:00+00,South Basin,6.0,15.9,N/A,N/A,N/A,11.6, ,618275,3678697
-12896581.3288,3940381.1043,160,2004/03/08 00:00:00+00,Inter Basin,35.0,16.2,N/A,N/A,N/A,10.9, ,606837,3689452
-12896581.3288,3940381.1043,161,2004/03/08 00:00:00+00,Inter Basin,4.0,16.9,N/A,N/A,N/A,14.4, ,606837,3689452
-12896581.3288,3940381.1043,162,2004/03/09 00:00:00+00,Inter Basin,35.0,15.9,N/A,N/A,N/A,8.6, ,606837,3689452
-12896581.3288,3940381.1043,163,2004/03/09 00:00:00+00,Inter Basin,4.0,N/A,N/A,N/A,N/A,12.1, ,606837,3689452
-12918978.9415,3962128.9618,164,2004/04/05 00:00:00+00,Whitewater River,4.0,22.6,N/A,N/A,N/A,12.9, ,587948,3707343
-12917367.5293,3952583.1879,165,2004/04/05 00:00:00+00,North Desert Shores,4.0,21.7,N/A,N/A,N/A,12.6, ,589366,3699424
-12906353.2527,3964286.9348,166,2004/04/05 00:00:00+00,North Shore,5.0,22.4,N/A,N/A,N/A,13.7, ,598465,3709237
-12918978.9415,3962128.9618,167,2004/04/06 00:00:00+00,Whitewater River,4.0,22.3,N/A,N/A,N/A,11.5, ,587948,3707343
-12917367.5293,3952583.1879,168,2004/04/06 00:00:00+00,North Desert Shores,4.0,22.5,N/A,N/A,N/A,12.2, ,589366,3699424
-12906353.2527,3964286.9348,169,2004/04/06 00:00:00+00,North Shore,5.0,21.9,N/A,N/A,N/A,11.3, ,598465,3709237
-12870894.0266,3935316.5046,170,2004/04/08 00:00:00+00,North Wister,4.0,22.8,N/A,N/A,N/A,13.2, ,628368,3685497
-12870915.7261,3923476.2963,171,2004/04/08 00:00:00+00,Alamo River,3.0,21.3,N/A,N/A,N/A,13.5, ,628480,3675635
-12870894.0266,3935316.5046,172,2004/04/09 00:00:00+00,North Wister,4.0,23.1,N/A,N/A,N/A,13.0, ,628368,3685497
-12870915.7261,3923476.2963,173,2004/04/09 00:00:00+00,Alamo River,3.0,20.8,N/A,N/A,N/A,8.4, ,628480,3675635
-12894448.6437,3919637.7002,174,2004/04/12 00:00:00+00,Test Base,3.0,24.0,N/A,N/A,N/A,12.9, ,608813,3672196
-12879300.2081,3913176.1348,175,2004/04/12 00:00:00+00,New River,4.0,22.1,N/A,N/A,N/A,2.7, ,621567,3666958
-12894448.6437,3919637.7002,176,2004/04/13 00:00:00+00,Test Base,3.0,24.7,N/A,N/A,N/A,15.6, ,608813,3672196
-12879300.2081,3913176.1348,177,2004/04/13 00:00:00+00,New River,4.0,22.2,N/A,N/A,N/A,6.3, ,621567,3666958
-12908343.5215,3941190.3219,178,2004/04/14 00:00:00+00,The Dome,4.0,22.8,N/A,N/A,N/A,8.3, ,596997,3690022
-12898906.8272,3931692.0641,179,2004/04/14 00:00:00+00,South Salton City,4.0,23.0,N/A,N/A,N/A,9.8, ,604971,3682198
-12908343.5215,3941190.3219,180,2004/04/15 00:00:00+00,The Dome,4.0,23.0,N/A,N/A,N/A,6.0, ,596997,3690022
-12898906.8272,3931692.0641,181,2004/04/15 00:00:00+00,South Salton City,4.0,23.1,N/A,N/A,N/A,11.8, ,604971,3682198
-12895737.4548,3952891.3244,182,2004/04/26 00:00:00+00,Bat Caves,4.0,27.5,N/A,N/A,N/A,19.7, ,607427,3699864
-12886715.1589,3942739.9842,183,2004/04/26 00:00:00+00,The Cliffs,4.0,24.4,N/A,N/A,N/A,6.9, ,615062,3691509
-12895737.4548,3952891.3244,184,2004/04/27 00:00:00+00,Bat Caves,4.0,23.9,N/A,N/A,N/A,8.9, ,607427,3699864
-12886715.1589,3942739.9842,185,2004/04/27 00:00:00+00,The Cliffs,4.0,21.6,N/A,N/A,N/A,2.5, ,615062,3691509
-12879300.2081,3913176.1348,186,2004/07/06 00:00:00+00,New River,4.0,29.8,N/A,N/A,N/A,6.1, ,621567,3666958
-12870894.0266,3935316.5046,187,2004/07/06 00:00:00+00,North Wister,4.0,30.6,N/A,N/A,N/A,14.3, ,628368,3685497
-12870915.7261,3923476.2963,188,2004/07/06 00:00:00+00,Alamo River,4.0,28.4,N/A,N/A,N/A,1.4, ,628480,3675635
-12879300.2081,3913176.1348,189,2004/07/07 00:00:00+00,New River,4.0,29.9,N/A,N/A,N/A,2.4, ,621567,3666958
-12870894.0266,3935316.5046,190,2004/07/07 00:00:00+00,North Wister,4.0,28.8,N/A,N/A,N/A,4.6, ,628368,3685497
